passportArea/name,passportArea/id,passportArea/alpha3code,passportArea/alpha2code,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role/code2,role/code3,role/name,birthArea/name,birthArea/id,birthArea/alpha3code,birthArea/alpha2code,wyId,foot,shortName,currentNationalTeamId
Italy,380,ITA,IT,75,Luca,,Rigoni,3193,07/12/1984,185,MD,MID,Midfielder,Italy,380,ITA,IT,20655,right,L. Rigoni,null
Italy,380,ITA,IT,82,Alberto,,Paloschi,3204,04/01/1990,182,FW,FWD,Forward,Italy,380,ITA,IT,20661,right,A. Paloschi,null
France,250,FRA,FR,78,Cyril,,Th\u00e9r\u00e9au,3176,24/04/1983,189,FW,FWD,Forward,France,250,FRA,FR,20663,right,C. Th\u00e9r\u00e9au,null
Argentina,32,ARG,AR,78,Sergio Ezequiel,,Ara\u00fajo,12511,28/01/1992,180,FW,FWD,Forward,Argentina,32,ARG,AR,86200,right,S. Ara\u00fajo,null
Italy,380,ITA,IT,84,Ger\u00f3nimo,,Rulli,687,20/05/1992,189,GK,GKP,Goalkeeper,Argentina,32,ARG,AR,86212,right,G. Rulli,null
Denmark,208,DNK,DK,88,Frederik,,Hillesborg S\u00f8rensen,2463,14/04/1992,194,DF,DEF,Defender,Denmark,208,DNK,DK,20680,right,F. S\u00f8rensen,null
Spain,724,ESP,ES,83,Gabriel Iv\u00e1n,,Mercado,680,18/03/1987,180,DF,DEF,Defender,Argentina,32,ARG,AR,86220,right,G. Mercado,12274
Slovenia,705,SVN,SI,78,Rene,,Krhin,3770,21/05/1990,189,MD,MID,Midfielder,Slovenia,705,SVN,SI,20685,right,R. Krhin,12046
Uruguay,858,URY,UY,78,Gast\u00f3n Exequiel,,Ram\u00edrez Pereyra,3164,02/12/1990,183,MD,MID,Midfielder,Uruguay,858,URY,UY,20689,left,G. Ram\u00edrez,null
France,250,FRA,FR,86,Ishak,,Belfodil,2443,12/01/1992,191,FW,FWD,Forward,Algeria,12,DZA,DZ,20692,right,I. Belfodil,null
Italy,380,ITA,IT,71,Enzo Nicol\u00e1s,,P\u00e9rez,12069,22/02/1986,177,MD,MID,Midfielder,Argentina,32,ARG,AR,86234,right,E. P\u00e9rez,12274
Italy,380,ITA,IT,79,Luca,,Caldirola,2443,01/02/1991,189,DF,DEF,Defender,Italy,380,ITA,IT,20704,left,L. Caldirola,null
Colombia,170,COL,CO,80,Duv\u00e1n Esteban,,Zapata Banguera,3164,01/04/1991,186,FW,FWD,Forward,Colombia,170,COL,CO,86243,right,D. Zapata,null
Poland,616,POL,PL,89,Bartosz,,Salamon,3204,01/05/1991,196,DF,DEF,Defender,Poland,616,POL,PL,20723,right,B. Salamon,null
Brazil,76,BRA,BR,81,Jonathas Cristian,,de Jesus,5656,06/03/1989,190,FW,FWD,Forward,Brazil,76,BRA,BR,20728,right,Jonathas,null
Serbia,688,SRB,RS,79,Nenad,,Tomovi\u0107,3165,30/08/1987,184,DF,DEF,Defender,Serbia,688,SRB,RS,20748,right,N. Tomovi\u0107,null
Italy,380,ITA,IT,75,Andrea,,Bertolacci,3193,11/01/1991,179,MD,MID,Midfielder,Italy,380,ITA,IT,20749,left,A. Bertolacci,null
Colombia,170,COL,CO,71,Juan Guillermo,,Cuadrado Bello,3159,26/05/1988,179,MD,MID,Midfielder,Colombia,170,COL,CO,20751,right,J. Cuadrado,12430
Brazil,76,BRA,BR,70,Luiz,,de Ara\u00fajo Guimar\u00e3es Neto,3776,02/06/1996,175,FW,FWD,Forward,Brazil,76,BRA,BR,250134,left,Luiz Ara\u00fajo,null
Colombia,170,COL,CO,79,Luis Fernando,,Muriel Fruto,680,16/04/1991,178,FW,FWD,Forward,Colombia,170,COL,CO,20764,right,L. Muriel,12430
Argentina,32,ARG,AR,78,Lucas ,,Nahuel Castro,3165,09/04/1989,182,MD,MID,Midfielder,Argentina,32,ARG,AR,86301,right,L. Castro,null
Bosnia-Herzegovina,70,BIH,BA,85,Haris,,Seferovi\u0107,9607,22/02/1992,185,FW,FWD,Forward,Switzerland,756,CHE,CH,20766,left,H. Seferovi\u0107,6697
Italy,380,ITA,IT,69,Luciano,,Vietto,674,05/12/1993,173,FW,FWD,Forward,Argentina,32,ARG,AR,86307,right,L. Vietto,null
Italy,380,ITA,IT,72,Bruno,,Zuculini,12069,02/04/1993,178,MD,MID,Midfielder,Argentina,32,ARG,AR,86309,right,B. Zuculini,null
Italy,380,ITA,IT,82,Leandro,,Chichizola,714,27/03/1990,185,GK,GKP,Goalkeeper,Argentina,32,ARG,AR,86319,right,L. Chichizola,null
Italy,380,ITA,IT,81,Germ\u00e1n Alejandro,,Pezzella,3176,27/06/1991,186,DF,DEF,Defender,Argentina,32,ARG,AR,86328,right,G. Pezzella,null
Italy,380,ITA,IT,72,Mattia,,Destro,3166,20/03/1991,178,FW,FWD,Forward,Italy,380,ITA,IT,20796,right,M. Destro,null
Argentina,32,ARG,AR,84,Lucas Ariel,,Ocampos,3771,11/07/1994,187,FW,FWD,Forward,Argentina,32,ARG,AR,86338,right,L. Ocampos,null
Spain,724,ESP,ES,78,Mat\u00edas,,Aguirregaray Guruceaga,714,01/04/1989,175,DF,DEF,Defender,Uruguay,858,URY,UY,20803,right,M. Aguirregaray,null
Spain,724,ESP,ES,78,Ezequiel,,Mu\u00f1oz,712,08/10/1990,185,DF,DEF,Defender,Argentina,32,ARG,AR,20808,right,E. Mu\u00f1oz,null
Italy,380,ITA,IT,84,Mat\u00edas Agust\u00edn,,Silvestre,3164,25/09/1984,185,DF,DEF,Defender,Argentina,32,ARG,AR,20811,right,M. Silvestre,null
Ghana,288,GHA,GH,70,Afriyie,,Acquah,3185,05/01/1992,179,MD,MID,Midfielder,Ghana,288,GHA,GH,20812,right,A. Acquah,null
Italy,380,ITA,IT,82,Nereo,,Champagne,712,20/01/1985,189,GK,GKP,Goalkeeper,Argentina,32,ARG,AR,86350,right,N. Champagne,null
Italy,380,ITA,IT,72,Andrea,,Barberis,3197,11/12/1993,177,MD,MID,Midfielder,Italy,380,ITA,IT,20815,right,A. Barberis,null
Italy,380,ITA,IT,79,\u00c9dgar Osvaldo,,Barreto C\u00e1ceres,3164,15/07/1984,180,MD,MID,Midfielder,Paraguay,600,PRY,PY,20816,right,\u00c9. Barreto,null
Slovenia,705,SVN,SI,79,Josip,,Ili\u010di\u0107,3172,29/01/1988,190,FW,FWD,Forward,Bosnia-Herzegovina,70,BIH,BA,20820,left,J. Ili\u010di\u0107,12046
Senegal,686,SEN,SN,68,Nampalys,,Mendy,3775,23/06/1992,168,MD,MID,Midfielder,France,250,FRA,FR,134542,right,N. Mendy,null
Italy,380,ITA,IT,82,Franco Dami\u00e1n,,V\u00e1zquez,680,22/02/1989,186,MD,MID,Midfielder,Argentina,32,ARG,AR,20823,left,F. V\u00e1zquez,null
Argentina,32,ARG,AR,87,Jos\u00e9 Luis,,Palomino,3172,05/01/1990,188,DF,DEF,Defender,Argentina,32,ARG,AR,86366,left,J. Palomino,null
Italy,380,ITA,IT,82,Andrea,,Consigli,3315,27/01/1987,189,GK,GKP,Goalkeeper,Italy,380,ITA,IT,20832,right,A. Consigli,null
Italy,380,ITA,IT,82,Andrea,,Masiello,3172,05/02/1985,184,DF,DEF,Defender,Italy,380,ITA,IT,20841,right,A. Masiello,null
Italy,380,ITA,IT,75,Giacomo,,Bonaventura,3157,22/08/1989,180,MD,MID,Midfielder,Italy,380,ITA,IT,20845,right,G. Bonaventura,3757
Italy,380,ITA,IT,80,Davide,,Astori,,07/01/1987,188,DF,DEF,Defender,Italy,380,ITA,IT,20866,left,D. Astori,null
Italy,380,ITA,IT,64,Nicola,,Murru,3164,16/12/1994,180,DF,DEF,Defender,Italy,380,ITA,IT,20869,left,N. Murru,null
Italy,380,ITA,IT,65,Andrea,,Cossu,,03/05/1980,170,MD,MID,Midfielder,Italy,380,ITA,IT,20874,right,A. Cossu,null
Italy,380,ITA,IT,75,Daniele,,Dessena,3173,10/05/1987,183,MD,MID,Midfielder,Italy,380,ITA,IT,20875,right,D. Dessena,null
Sweden,752,SWE,SE,75,Albin,,Ekdal,3164,28/07/1989,186,MD,MID,Midfielder,Sweden,752,SWE,SE,20876,right,A. Ekdal,7047
Indonesia,360,IDN,ID,77,Radja,,Nainggolan,3158,04/05/1988,176,MD,MID,Midfielder,Belgium,56,BEL,BE,20879,right,R. Nainggolan,null
Italy,380,ITA,IT,68,Pasquale,,Schiattarella,3204,30/05/1987,178,MD,MID,Midfielder,Italy,380,ITA,IT,20911,right,P. Schiattarella,null
Serbia,688,SRB,RS,92,Vanja,,Milinkovi\u0107-Savi\u0107,3185,20/02/1997,202,GK,GKP,Goalkeeper,Spain,724,ESP,ES,283062,right,V. Milinkovi\u0107-Savi\u0107,null
Brazil,76,BRA,BR,84,Norberto,,Murara Neto,674,19/07/1989,190,GK,GKP,Goalkeeper,Brazil,76,BRA,BR,20922,right,Neto,null
Italy,380,ITA,IT,84,Lorenzo,,De Silvestri,3185,23/05/1988,186,DF,DEF,Defender,Italy,380,ITA,IT,20927,right,L. De Silvestri,null
Italy,380,ITA,IT,75,Felipe,,Dias da Silva dal Belo,3204,31/07/1984,188,DF,DEF,Defender,Brazil,76,BRA,BR,20928,left,Felipe,null
Italy,380,ITA,IT,80,Alessandro,,Gamberini,,27/08/1981,185,DF,DEF,Defender,Italy,380,ITA,IT,20929,right,A. Gamberini,null
Serbia,688,SRB,RS,83,Matija,,Nastasi\u0107,2449,28/03/1993,188,DF,DEF,Defender,Serbia,688,SRB,RS,20932,left,M. Nastasi\u0107,null
Italy,380,ITA,IT,72,R\u00f4mulo ,,Souza Orestes Caldeira,3194,22/05/1987,178,MD,MID,Midfielder,Brazil,76,BRA,BR,20935,right,R\u00f4mulo,null
Switzerland,756,CHE,CH,78,Valon,,Behrami,3163,19/04/1985,185,MD,MID,Midfielder,Kosovo,0,XKS,,20938,right,V. Behrami,6697
Serbia,688,SRB,RS,74,Adem,,Ljaji\u0107,3185,29/09/1991,182,FW,FWD,Forward,Serbia,688,SRB,RS,20941,right,A. Ljaji\u0107,17322
Germany,276,DEU,DE,79,Riccardo,,Montolivo,3157,18/01/1985,182,MD,MID,Midfielder,Italy,380,ITA,IT,20943,right,R. Montolivo,null
Italy,380,ITA,IT,78,Alessio,,Cerci,3194,23/07/1987,180,FW,FWD,Forward,Italy,380,ITA,IT,20947,left,A. Cerci,null
Serbia,688,SRB,RS,79,Stevan,,Joveti\u0107,19830,02/11/1989,183,FW,FWD,Forward,Montenegro,499,MNE,ME,20948,right,S. Joveti\u0107,17371
Italy,380,ITA,IT,71,Ryder,,Matos Santos,3194,27/02/1993,180,FW,FWD,Forward,Brazil,76,BRA,BR,20949,right,Ryder Matos,null
Argentina,32,ARG,AR,63,Ger\u00f3nimo Gast\u00f3n,,Poblete,3777,02/01/1993,173,MD,MID,Midfielder,Argentina,32,ARG,AR,86486,right,G. Poblete,null
Italy,380,ITA,IT,67,Lucas Nicol\u00e1s,,Alario,2446,08/10/1992,178,FW,FWD,Forward,Argentina,32,ARG,AR,86489,right,L. Alario,null
Italy,380,ITA,IT,71,Davide,,Di Gennaro,3162,16/06/1988,181,MD,MID,Midfielder,Italy,380,ITA,IT,20972,left,D. Di Gennaro,null
Albania,8,ALB,AL,70,Elseid G\u00ebzim,,Hysaj,3187,20/02/1994,180,DF,DEF,Defender,Albania,8,ALB,AL,21001,right,E. Hysaj,8731
Italy,380,ITA,IT,79,Vasco,,Regini,3164,09/09/1990,185,DF,DEF,Defender,Italy,380,ITA,IT,21004,left,V. Regini,null
Italy,380,ITA,IT,78,Lorenzo,,Tonelli,3187,17/01/1990,183,DF,DEF,Defender,Italy,380,ITA,IT,21006,right,L. Tonelli,null
Italy,380,ITA,IT,71,Mirko,,Valdifiori,3185,21/04/1986,185,MD,MID,Midfielder,Italy,380,ITA,IT,21019,right,M. Valdifiori,null
Italy,380,ITA,IT,73,Riccardo,,Saponara,3176,21/12/1991,184,MD,MID,Midfielder,Italy,380,ITA,IT,21025,right,R. Saponara,null
Italy,380,ITA,IT,90,Nicol\u00e1s Federico,,Spolli,3193,20/02/1983,193,DF,DEF,Defender,Argentina,32,ARG,AR,21072,right,N. Spolli,null
Italy,380,ITA,IT,68,Alejandro Dar\u00edo,,G\u00f3mez,3172,15/02/1988,165,FW,FWD,Forward,Argentina,32,ARG,AR,21077,right,A. G\u00f3mez,null
Italy,380,ITA,IT,77,Mariano Julio,,Izco,,13/03/1983,180,MD,MID,Midfielder,Argentina,32,ARG,AR,21078,right,M. Izco,null
Italy,380,ITA,IT,86,Ferdinando,,Coppola,,10/06/1978,188,GK,GKP,Goalkeeper,Italy,380,ITA,IT,21091,right,F. Coppola,null
Italy,380,ITA,IT,75,Danilo,,D'Ambrosio,3161,09/09/1988,180,DF,DEF,Defender,Italy,380,ITA,IT,21094,right,D. D'Ambrosio,3757
Germany,276,DEU,DE,80,Kamil,,Glik,19830,03/02/1988,190,DF,DEF,Defender,Poland,616,POL,PL,21097,right,K. Glik,13869
Italy,380,ITA,IT,83,Alfred Benjamin,,Gomis,3204,05/09/1993,194,GK,GKP,Goalkeeper,Senegal,686,SEN,SN,21098,right,A. Gomis,19314
Italy,380,ITA,IT,75,Mirco,,Antenucci,3204,08/09/1984,178,FW,FWD,Forward,Italy,380,ITA,IT,21114,right,M. Antenucci,null
Italy,380,ITA,IT,78,Riccardo,,Meggiorini,3165,04/09/1985,182,FW,FWD,Forward,Italy,380,ITA,IT,21119,left,R. Meggiorini,null
Italy,380,ITA,IT,61,Simone,,Verdi,3166,12/07/1992,171,FW,FWD,Forward,Italy,380,ITA,IT,21123,right,S. Verdi,3757
Italy,380,ITA,IT,77,Carlo,,Pinsoglio,3159,16/03/1990,188,GK,GKP,Goalkeeper,Italy,380,ITA,IT,21128,left,C. Pinsoglio,null
Italy,380,ITA,IT,73,Nicola,,Rigoni,3165,12/11/1990,185,MD,MID,Midfielder,Italy,380,ITA,IT,21148,right,N. Rigoni,null
Italy,380,ITA,IT,83,Paolo,,Cannavaro,,26/06/1981,185,DF,DEF,Defender,Italy,380,ITA,IT,21162,right,P. Cannavaro,null
Switzerland,756,CHE,CH,73,Blerim,,D\u017eemaili,3166,12/04/1986,179,MD,MID,Midfielder,Macedonia FYR,807,MKD,MK,21169,right,B. D\u017eemaili,6697
Slovakia,703,SVK,SK,79,Marek,,Ham\u0161\u00edk,3187,27/07/1987,183,MD,MID,Midfielder,Slovakia,703,SVK,SK,21171,right,M. Ham\u0161\u00edk,14496
Italy,380,ITA,IT,79,Christian,,Maggio,3187,11/02/1982,184,DF,DEF,Defender,Italy,380,ITA,IT,21173,right,C. Maggio,null
Italy,380,ITA,IT,71,Edinson Roberto,,Cavani G\u00f3mez,3767,14/02/1987,184,FW,FWD,Forward,Uruguay,858,URY,UY,21174,right,E. Cavani,15670
Macedonia FYR,807,MKD,MK,74,Goran,,Pandev,3193,27/07/1983,184,FW,FWD,Forward,Macedonia FYR,807,MKD,MK,21177,left,G. Pandev,10073
Spain,724,ESP,ES,76,Mauro Javier,,Dos Santos,712,07/07/1989,182,DF,DEF,Defender,Argentina,32,ARG,AR,86716,right,M. Dos Santos,null
Russia,643,RUS,RU,83,Vladimir,,Gabulov,5072,19/10/1983,190,GK,GKP,Goalkeeper,Russia,643,RUS,RU,101834,right,V. Gabulov,14358
Italy,380,ITA,IT,65,Nicol\u00e1s,,Tagliafico,9,31/08/1992,169,DF,DEF,Defender,Argentina,32,ARG,AR,86722,left,N. Tagliafico,12274
Argentina,32,ARG,AR,91,Walter Daniel,,Ben\u00edtez,3775,19/01/1993,191,GK,GKP,Goalkeeper,Argentina,32,ARG,AR,86745,right,W. Ben\u00edtez,null
Italy,380,ITA,IT,80,Simon,,Laner,,28/01/1984,183,MD,MID,Midfielder,Italy,380,ITA,IT,21228,right,S. Laner,null
Italy,380,ITA,IT,72,Andrea,,Belotti,3185,20/12/1993,181,FW,FWD,Forward,Italy,380,ITA,IT,21234,right,A. Belotti,3757
Trinidad and Tobago,780,TTO,TT,76,Jadon,,Sancho,2447,25/03/2000,178,MD,MID,Midfielder,England,0,XEN,,447223,right,J. Sancho,2417
Spain,724,ESP,ES,82,Lisandro Ezequiel,,L\u00f3pez,3161,01/09/1989,188,DF,DEF,Defender,Argentina,32,ARG,AR,86785,right,L. L\u00f3pez,null
Morocco,504,MAR,MA,61,Mbark,,Boussoufa,16927,15/08/1984,168,MD,MID,Midfielder,Netherlands,528,NLD,NL,101846,right,M. Boussoufa,16216
Brazil,76,BRA,BR,69,Matheus,,Pereira da Silva,5645,25/02/1998,181,MD,MID,Midfielder,Brazil,76,BRA,BR,363991,left,Matheus Pereira,null
Guinea,324,GIN,GN,88,Abdoulaye,,Tour\u00e9,3770,03/03/1994,186,MD,MID,Midfielder,France,250,FRA,FR,217874,right,A. Tour\u00e9,null
Italy,380,ITA,IT,79,Luca,,Antonelli,3157,11/02/1987,184,DF,DEF,Defender,Italy,380,ITA,IT,21272,left,L. Antonelli,null
Italy,380,ITA,IT,79,Emiliano,,Moretti,3185,11/06/1981,182,DF,DEF,Defender,Italy,380,ITA,IT,21279,left,E. Moretti,null
Italy,380,ITA,IT,75,Mario,,Sampirisi,3197,31/10/1992,188,DF,DEF,Defender,Italy,380,ITA,IT,21280,right,M. Sampirisi,null
Italy,380,ITA,IT,77,Davide,,Biondini,3315,24/01/1983,180,MD,MID,Midfielder,Italy,380,ITA,IT,21282,right,D. Biondini,null
Portugal,620,PRT,PT,78,Miguel Lu\u00eds,,Pinto Veloso,,11/05/1986,180,MD,MID,Midfielder,Portugal,620,PRT,PT,21288,left,Miguel Veloso,null
Italy,380,ITA,IT,78,Stefano,,Sturaro,3159,09/03/1993,182,MD,MID,Midfielder,Italy,380,ITA,IT,21290,right,S. Sturaro,null
Slovenia,705,SVN,SI,81,Valter,,Birsa,3165,07/08/1986,184,MD,MID,Midfielder,Slovenia,705,SVN,SI,21291,left,V. Birsa,12046
Mexico,484,MEX,MX,79,Guido Hern\u00e1n,,Pizarro,680,26/02/1990,186,MD,MID,Midfielder,Argentina,32,ARG,AR,86828,right,G. Pizarro,null
Spain,724,ESP,ES,70,Rodrigo Sebasti\u00e1n,,Palacio,3166,05/02/1982,176,FW,FWD,Forward,Argentina,32,ARG,AR,21296,right,R. Palacio,null
Italy,380,ITA,IT,85,Nicolas David,,Andrade ,3194,12/04/1988,190,GK,GKP,Goalkeeper,Brazil,76,BRA,BR,21298,right,Nicolas,null
Italy,380,ITA,IT,80,Rafael ,,de Andrade Bittencourt Pinheiro,3173,03/03/1982,187,GK,GKP,Goalkeeper,Brazil,76,BRA,BR,21299,left,Rafael,null
Russia,643,RUS,RU,73,Oleg,,Shatov,14072,29/07/1990,173,MD,MID,Midfielder,Russia,643,RUS,RU,101856,right,O. Shatov,null
Iceland,352,ISL,IS,83,Emil,,Hallfre\u00f0sson,3254,29/06/1984,185,MD,MID,Midfielder,Iceland,352,ISL,IS,21314,left,E. Hallfre\u00f0sson,7839
Italy,380,ITA,IT,65,Jorge Luiz,,Frello Filho,3187,20/12/1991,180,MD,MID,Midfielder,Brazil,76,BRA,BR,21315,right,Jorginho,3757
Italy,380,ITA,IT,65,Marco,,D'Alessandro,3219,17/02/1991,173,FW,FWD,Forward,Italy,380,ITA,IT,21322,right,M. D'Alessandro,null
Tunisia,788,TUN,TN,79,Yohan,,Benalouane,1631,28/03/1987,185,DF,DEF,Defender,France,250,FRA,FR,21333,right,Y. Benalouane,16276
Switzerland,756,CHE,CH,79,Steve,,von Bergen,6408,10/06/1983,182,DF,DEF,Defender,Switzerland,756,CHE,CH,21342,right,S. von Bergen,null
Italy,380,ITA,IT,82,Marco,,Parolo,3162,25/01/1985,186,MD,MID,Midfielder,Italy,380,ITA,IT,21350,right,M. Parolo,null
Spain,724,ESP,ES,72,Ignacio,,Monreal Eraso,1609,26/02/1986,179,DF,DEF,Defender,Spain,724,ESP,ES,3560,left,Nacho Monreal,1598
Italy,380,ITA,IT,80,Marco,,Capuano,3197,14/10/1991,185,DF,DEF,Defender,Italy,380,ITA,IT,21370,left,M. Capuano,null
Italy,380,ITA,IT,85,Simone,,Romagnoli,3166,09/02/1990,193,DF,DEF,Defender,Italy,380,ITA,IT,21373,right,S. Romagnoli,null
Italy,380,ITA,IT,72,Gianluca,,Caprari,3164,30/07/1993,176,FW,FWD,Forward,Italy,380,ITA,IT,21376,right,G. Caprari,null
Italy,380,ITA,IT,60,Marco,,Verratti,3767,05/11/1992,165,MD,MID,Midfielder,Italy,380,ITA,IT,21383,right,M. Verratti,null
Italy,380,ITA,IT,85,Ciro,,Immobile,3162,20/02/1990,181,FW,FWD,Forward,Italy,380,ITA,IT,21384,right,C. Immobile,3757
Italy,380,ITA,IT,59,Lorenzo,,Insigne,3187,04/06/1991,163,FW,FWD,Forward,Italy,380,ITA,IT,21385,right,L. Insigne,3757
Italy,380,ITA,IT,75,Alberto,,Brignoli,3219,19/08/1991,188,GK,GKP,Goalkeeper,Italy,380,ITA,IT,21415,left,A. Brignoli,null
Belgium,56,BEL,BE,78,Orel,,Mangala,2445,18/03/1998,180,MD,MID,Midfielder,Belgium,56,BEL,BE,349099,right,O. Mangala,null
Belgium,56,BEL,BE,72,Stephane,,Omeonga,3193,27/03/1996,177,MD,MID,Midfielder,Belgium,56,BEL,BE,349102,right,S. Omeonga,5635
Togo,764,TGO,TG,72,Djen\u00e9,,Dakonam Ortega,698,31/12/1991,187,DF,DEF,Defender,Togo,764,TGO,TG,250805,right,Djen\u00e9,18374
Italy,380,ITA,IT,75,Roberto,,Inglese,3165,12/11/1991,187,FW,FWD,Forward,Italy,380,ITA,IT,21438,right,R. Inglese,null
Netherlands,528,NLD,NL,81,Justin,,Hoogma,2482,11/06/1998,190,DF,DEF,Defender,Netherlands,528,NLD,NL,414667,left,J. Hoogma,670
Italy,380,ITA,IT,74,Mattia,,Perin,3193,10/11/1992,188,GK,GKP,Goalkeeper,Italy,380,ITA,IT,21468,right,M. Perin,3757
Italy,380,ITA,IT,82,Giulio,,Donati,2460,05/02/1990,178,DF,DEF,Defender,Italy,380,ITA,IT,21469,right,G. Donati,null
Italy,380,ITA,IT,83,Alex,,Cordaz,3197,01/01/1983,188,GK,GKP,Goalkeeper,Italy,380,ITA,IT,21494,right,A. Cordaz,null
Italy,380,ITA,IT,70,Daniele,,Baselli,3185,12/02/1992,182,MD,MID,Midfielder,Italy,380,ITA,IT,21507,right,D. Baselli,3757
Spain,724,ESP,ES,77,Santiago,,Mina Lorenzo,674,07/12/1995,181,FW,FWD,Forward,Spain,724,ESP,ES,250885,right,Santi Mina,null
Italy,380,ITA,IT,74,Eros,,Schiavon,3204,24/04/1983,178,MD,MID,Midfielder,Italy,380,ITA,IT,21517,right,E. Schiavon,null
Spain,724,ESP,ES,0,Hugo,,Duro Perales,698,10/11/1999,0,FW,FWD,Forward,Spain,724,ESP,ES,545811,left,Hugo Duro,null
Italy,380,ITA,IT,75,Federico,,Ceccherini,3197,11/05/1992,187,DF,DEF,Defender,Italy,380,ITA,IT,21528,right,F. Ceccherini,null
Brazil,76,BRA,BR,75,Gabriel Mois\u00e9s,,Antunes da Silva,3782,13/05/1991,179,DF,DEF,Defender,Brazil,76,BRA,BR,21550,left,Gabriel Silva,null
Serbia,688,SRB,RS,80,Ivan,,Radovanovi\u0107,3165,29/08/1988,186,MD,MID,Midfielder,Serbia,688,SRB,RS,21564,right,I. Radovanovi\u0107,null
Italy,380,ITA,IT,80,Marco,,Silvestri,3194,02/03/1991,191,GK,GKP,Goalkeeper,Italy,380,ITA,IT,21573,right,M. Silvestri,null
Italy,380,ITA,IT,63,Federico,,Ricci,3197,27/05/1994,175,FW,FWD,Forward,Italy,380,ITA,IT,250956,left,F. Ricci,null
Italy,380,ITA,IT,81,Fabrizio,,Cacciatore,3165,08/10/1986,182,DF,DEF,Defender,Italy,380,ITA,IT,21607,right,F. Cacciatore,null
Norway,578,NOR,NO,77,Ole Kristian,,Seln\u00e6s,3782,07/07/1994,187,MD,MID,Midfielder,Norway,578,NOR,NO,54380,left,O. Seln\u00e6s,7336
Slovenia,705,SVN,SI,88,Jasmin,,Kurti\u010d,3204,10/01/1989,186,MD,MID,Midfielder,Slovenia,705,SVN,SI,21620,right,J. Kurti\u010d,12046
Egypt,818,EGY,EG,76,Mahmoud Abdul Monem,,Abdelhamid Soliman,16469,13/04/1994,182,MD,MID,Midfielder,Egypt,818,EGY,EG,119932,right,Mahmoud Kahraba,16129
Italy,380,ITA,IT,80,Eugenio,,Lamanna,3193,07/08/1989,186,GK,GKP,Goalkeeper,Italy,380,ITA,IT,21636,right,E. Lamanna,null
Italy,380,ITA,IT,83,Luca,,Ceppitelli,3173,11/08/1989,186,DF,DEF,Defender,Italy,380,ITA,IT,21639,right,L. Ceppitelli,null
Egypt,818,EGY,EG,83,Ahmed,,Hegazy,1627,25/01/1991,193,DF,DEF,Defender,Egypt,818,EGY,EG,119951,right,Ahmed Hegazy,16129
Romania,642,ROU,RO,66,Adrian Marius,,Stoian,3197,11/02/1991,178,FW,FWD,Forward,Romania,642,ROU,RO,21655,right,A. Stoian,null
Italy,380,ITA,IT,78,Lorenzo,,Del Pinto,3219,17/06/1990,180,MD,MID,Midfielder,Italy,380,ITA,IT,21678,right,L. Del Pinto,null
Italy,380,ITA,IT,79,Filippo,,Romagna,3173,26/05/1997,186,DF,DEF,Defender,Italy,380,ITA,IT,283832,right,F. Romagna,3763
Iceland,352,ISL,IS,81,Bj\u00f6rn,,Bergmann Sigur\u00f0arson,13897,26/02/1991,186,FW,FWD,Forward,Iceland,352,ISL,IS,54495,right,B. Sigur\u00f0arson,7839
Norway,578,NOR,NO,82,Rune ,,Almenning Jarstein,2457,29/09/1984,190,GK,GKP,Goalkeeper,Norway,578,NOR,NO,54579,right,R. Jarstein,7336
Italy,380,ITA,IT,69,Federico,,Chiesa,3176,25/10/1997,175,MD,MID,Midfielder,Italy,380,ITA,IT,447804,right,F. Chiesa,3757
Morocco,504,MAR,MA,73,Youssef,,En-Nesyri,712,01/06/1997,189,FW,FWD,Forward,Morocco,504,MAR,MA,447821,left,Y. En-Nesyri,16216
Italy,380,ITA,IT,80,Andrea,,Seculin,3165,14/07/1990,190,GK,GKP,Goalkeeper,Italy,380,ITA,IT,21840,right,A. Seculin,null
Italy,380,ITA,IT,78,Cristiano,,Biraghi,3176,01/09/1992,183,DF,DEF,Defender,Italy,380,ITA,IT,21842,left,C. Biraghi,null
Italy,380,ITA,IT,75,Diego,,Falcinelli,3176,20/06/1991,185,FW,FWD,Forward,Italy,380,ITA,IT,21861,left,D. Falcinelli,null
Italy,380,ITA,IT,65,Marco,,Sau,3173,03/11/1987,169,FW,FWD,Forward,Italy,380,ITA,IT,21865,right,M. Sau,null
Italy,380,ITA,IT,77,Luca,,Antei,3219,19/04/1992,188,DF,DEF,Defender,Italy,380,ITA,IT,21872,right,L. Antei,null
Spain,724,ESP,ES,66,Sergio,,Gont\u00e1n Gallardo,683,27/12/1991,172,MD,MID,Midfielder,Spain,724,ESP,ES,21894,right,Keko,null
Italy,380,ITA,IT,85,Marco,,Festa,3197,06/06/1992,190,GK,GKP,Goalkeeper,Italy,380,ITA,IT,21900,right,M. Festa,null
Egypt,818,EGY,EG,80,Marwan,,Mohsen,16041,26/02/1989,184,FW,FWD,Forward,Egypt,818,EGY,EG,120225,right,Marwan Mohsen,16129
Colombia,170,COL,CO,80,Camilo Andr\u00e9s,,Vargas Gil,12394,09/03/1989,185,GK,GKP,Goalkeeper,Colombia,170,COL,CO,91039,right,C. Vargas,12430
Italy,380,ITA,IT,73,Niccol\u00f2,,Giannetti,3173,12/05/1991,181,FW,FWD,Forward,Italy,380,ITA,IT,21959,right,N. Giannetti,null
